Movie,Critic,Rating,Source,Review,Date
Countdown,David Nusair,rotten,Reel Film Reviews,...a prototypically uneven teen-friendly horror flick.,"November 13, 2019"
Countdown,Alan Jones,rotten,Radio Times,"Nothing really makes sense, even by the movie's own crazed rules with the uninspired ending adding further resignation.","November 11, 2019"
Countdown,Richard Bonaduce,fresh,"KTSU-TV (Salt Lake City, UT)","""Countdown"" is just above the usual ""rent-em-and-forget-em"" horror fare out there.","November 10, 2019"
Countdown,Jim Judy,rotten,Screen It!,"Yet another example of a high-concept idea that doesn't deliver enough of the goods. (Full Content Review for Parents - Violence, Profanity, etc. - also Available)","November 8, 2019"
Countdown,Kevin L. Lee,rotten,Film Inquiry,"Countdown is not aggressively terrible, but it's life-threateningly dull. A lot of moments don't make sense, and the writing is both amateurish and too self-serious to be clever or entertaining.","November 6, 2019"
Countdown,Tim Brayton,rotten,Alternate Ending,"Crudely uninteresting, the kind of horror film that demonstrates nothing but contempt for horror fans.","November 5, 2019"
Countdown,Matt Brunson,rotten,Film Frenzy,"As a horror film, Countdown is feeble in almost every regard.","November 2, 2019"
Countdown,Roxana Hadadi,rotten,Chesapeake Family Magazine,The constant loud noises and jump scares of Countdown are only enjoyable for truly novice horror watchers.,"October 31, 2019"
Countdown,Meagan Navarro,rotten,Bloody Disgusting,"We've seen these jump scares, and we've traveled this road many times before. It's competently made and isn't the worst way to spend an hour and a half, but it's also pretty forgettable.","October 31, 2019"
Countdown,Micheal Compton,rotten,Bowling Green Daily News,"Countdown is possibly a good idea, but is stretched into a painstakingly slow 90-minute film.","October 31, 2019"
Countdown,Grady Bolding,rotten,Cultured Vultures,A poor concept and equally poor script hinders any and all redemption for Countdown.,"October 30, 2019"
Countdown,Dan Murrell,rotten,Screen Junkies,Feels like a Mad Libs for what a horror movie can be...Completely and utterly forgettable.,"October 30, 2019"
Countdown,Jamie Davies,rotten,Starburst,"Countdown is about an app that tells you when you are going to die. Counting down how many years, months, days, hours and minutes you have left on earth. Sounds familiar doesn't it, Final Destination fans?","October 29, 2019"
Countdown,Jackie K. Cooper,rotten,jackiekcooper.com,"The clock is ticking and in this movie the ""victims"" are fighting back. The feistiness of the characters lifts the movie from sub par to average and in this case that is a good thing.","October 29, 2019"
Countdown,Chris Stuckmann,rotten,ChrisStuckmann.com,The writing in this film is honestly embarassing.,"October 29, 2019"
Countdown,Allen Adams,rotten,The Maine Edge,We can only hope that this is the final Countdown.,"October 29, 2019"
Countdown,Eric D. Snider,rotten,Crooked Marquee,"It's like Final Destination without the cleverness, The Ring without the scariness.","October 28, 2019"
Countdown,Tim Cogshell,fresh,FilmWeek (KPCC - NPR Los Angeles),"It's pretty taut, pretty tense, and a lot of good, solid jump scares.","October 28, 2019"
Countdown,Dustin Rowles,fresh,Pajiba,"I didn't like the movie at all, but damn, I had a good time.","October 28, 2019"
Countdown,Nick Johnston,rotten,Vanyaland,"Countdown truly shows its age, as its mindset is more suited to Dark Age Europe than our modern world.","October 28, 2019"
Countdown,Sinead Brennan,fresh,RT (Ireland),"You won't be counting down to the end credits; it paces itself well, doesn't overstay its welcome and gets the job done.","October 28, 2019"
Countdown,Frank Swietek,rotten,One Guy's Opinion,"[A] remarkably dumb, fright-free Halloween trick... intended to be both scary and funny [but] neither.","October 27, 2019"
Countdown,Kat Hughes,fresh,THN,"A solid mixture of Final Destination scale, red-herring deaths, and a Ring-like ticking time-bomb, Countdown is an admirable hybrid of these films for the current tech savvy generation.","October 26, 2019"
Countdown,Joshua Rothkopf,fresh,Time Out,"As proven by Mary Elizabeth Winstead in Final Destination 3 or the spunky Jessica Rothe in Happy Death Day, these fate-driven, high-concept horror flicks can be redeemed by a committed central performance. Countdown's Elizabeth Lail joins their company.","October 26, 2019"
Countdown,Sara Michelle Fetters,rotten,MovieFreak.com,The final act is a groan-inducing slap to the face that had me wanting to throw popcorn at the screen in indignation.,"October 26, 2019"
Countdown,Bill Watters,fresh,Aggressive Comix,"With it's PG-13 rating, for a YA audience who still thinks Stranger Things can get creepy, and are looking for a fun time, Countdown is a serviceable bundle of jumps and laughs.","October 26, 2019"
Countdown,Jeffrey M. Anderson,rotten,Common Sense Media,"Despite a few mildly amusing scenes of comic relief, this horror movie offers little more than a set of ideas borrowed from other horror movies paired with flat, dull characters.","October 25, 2019"
Countdown,Mike McGranaghan,rotten,Aisle Seat,Countdown is just good enough to make you wish it was better.,"October 25, 2019"
Countdown,Kevin Harley,rotten,The List,"Lapses into silliness, expedient plotting and cliche finally scupper Countdown's wi-fright intentions.","October 25, 2019"
Countdown,Mark Dujsik,rotten,Mark Reviews Movies,[T]he movie just becomes a parade of jump scares and general silliness.,"October 25, 2019"
Countdown,Korey Coleman,rotten,Double Toasted,Talk about spoilers...this spoiled my whole weekend.,"October 25, 2019"
Countdown,Martin Thomas,rotten,Double Toasted,"By the end, I'm mad at it, because it briefly gave me some hope...","October 25, 2019"
Countdown,JimmyO,rotten,JoBlo's Movie Emporium,"The story is a mess, the characters aren't very interesting and the actual face behind the spooky app looks more like a weird muppet. But if you love bad genre flicks, well I guess you might have more patience than I did.","October 25, 2019"
Countdown,Charles Barfield,rotten,The Playlist,"As the film not-so-eloquently points out, we're all going to die at some point, and even if its 87 years from now, you still shouldn't waste one-minute watching Countdown.","October 25, 2019"
Countdown,Nate Adams,rotten,The Only Critic,"Despite ""Countdown"" getting bogged down by cheesy one liners, unconvincing performances, and poor execution overall, I do give credit to the filmmakers for at the very least trying to be ambitions.","October 25, 2019"
Countdown,Ella Kemp,rotten,Empire Magazine,"The topical nightmare has potential to get under your skin, but relies too much on familiar jump scares and easy violence.","October 25, 2019"
Countdown,Peter Sobczynski,rotten,RogerEbert.com,An abject failure whose only virtue is its utter forgettability.,"October 25, 2019"
Countdown,Josh Terry,fresh,Deseret News (Salt Lake City),"If you're looking for a few good scares that push the PG-13 boundary without breaking it, ""Countdown"" has fun with its clever premise.","October 25, 2019"
Countdown,Jeremy Jahns,rotten,JeremyJahns.com,It's just a boring mess.,"October 25, 2019"
Countdown,Molly Freeman,rotten,ScreenRant,"Countdown relies too heavily on jump scares, but still fails to distract from a gimmicky premise, a poorly developed script and thin characters.","October 25, 2019"
Countdown,William Bibbiani,fresh,TheWrap,"Can never be taken seriously enough to work as a conventional horror thriller, and it's never quite funny enough to be a great horror comedy, but it's got just enough eccentricity and self-awareness to entertain.","October 25, 2019"
Countdown,Matt Donato,rotten,Flickering Myth,"Countdown is never worth the summation of its most accomplished achievements - a mere few minutes, frankly - like a beta test that's loaded with bugs being worked out in real-time.","October 25, 2019"
Countdown,Dirk Libbey,rotten,CinemaBlend,"For the briefest of moments you might think Countdown is going to go in a more surprising direction, but that's just a tease. Eventually it comes right back to where you expect.","October 25, 2019"
Countdown,Phil Villarreal,rotten,ABC Tucson,"A bland, poorly executed mess that ticks away its sluggish running time all too slowly.","October 25, 2019"
Countdown,Charles Bramesco,rotten,The Verge,Those in search of more incisive techno-horror that cuts to the core of everything frightening about phone ownership and usage will have to continue waiting.,"October 25, 2019"
Countdown,Adam Graham,rotten,Detroit News,"[Countdown] also doesn't seem to care about its characters, its premise or any sense of coherence, so there's no reason viewers should, either.","October 24, 2019"
Countdown,Shannon McGrew,fresh,Nightmarish Conjurings,It may not be re-inventing the wheel in regards to originality...but those looking for a scary movie to see with a group of friends will be in for a real treat.,"October 24, 2019"
Countdown,Kimber Myers,fresh,Los Angeles Times,"This isn't a subtle, moody film filled with a sense of unease; instead, jump scares are around every corner. If that's all you want from a horror movie, you'll have a very good time - and an elevated heart rate for its speedy 90 minutes.","October 24, 2019"
Countdown,A.A. Dowd,rotten,AV Club,"Forget cheating death. In Countdown, it's the audience that really gets cheated.","October 24, 2019"
Countdown,Zaki Hasan,rotten,San Francisco Chronicle,"The one thing you can say about ""Countdown"" is that the title is entirely accurate. Almost from the moment it starts, you're checking your watch waiting for the closing credits to come up.","October 24, 2019"
Countdown,Brian Orndorf,fresh,Blu-ray.com,"Dec makes a few critical errors that disrupt the mood of ""Countdown,"" but there's fun to be had with the app-fearing chiller, as it plays quick enough and panicked enough to create a basic thrill ride.","October 24, 2019"
Countdown,Katherine McLaughlin,fresh,SciFiNow,"Countdown teases the most out of its 90-minute run time, blending deadly serious and enjoyable horror in equal measure.","October 24, 2019"
Countdown,Leigh Monson,rotten,Birth.Movies.Death.,"If you're looking for a time killer, Countdown barely lives up to the term in even the most literal sense.","October 24, 2019"
Countdown,Kate Erbland,rotten,indieWire,"The movie arrives at an eye-roll inducing final twist, and hints at an inevitable sequel. But this app isn't exactly begging for an upgrade.","October 24, 2019"
Countdown,John DeFore,rotten,Hollywood Reporter,"A pedestrian thriller whose personal-tech gimmick is even more thinly imagined than one might guess, it's a jumble of cheap jump scares made watchable by likable leads Elizabeth Lail and Jordan Calloway.","October 24, 2019"
Countdown,Benjamin Lee,rotten,Guardian,"Rather than screaming for them to go the other way, you'll be urging them to accept fate and die instead.","October 24, 2019"
Countdown,Dennis Harvey,rotten,Variety,"[A] bombastically dumb new chiller that probably would have been called ""Killer App"" if that title hadn't already been used several times.","October 24, 2019"
Countdown,Roger Moore,rotten,Movie Nation,"Manages the bare horror minimum - the occasional shock, characters we root for...situations fraught enough that the audience is talking back to the screen.","October 24, 2019"
Countdown,Sean P. Means,fresh,The Movie Cricket,"""Countdown"" doesn't break new ground in PG-13 horror - but it's quick, efficient, and gets the job done.","October 24, 2019"
Parasite (Gisaengchung),Tim Brennan,fresh,About Boulder,"There's not a doubt in my mind that Parasite is one of the best films of 2019, if not the best film of the year.","November 17, 2019"
Parasite (Gisaengchung),Eileen Jones,fresh,The Jacobin,"I'm still in considerable pain from watching Parasite, days later. It's that great of a film.","November 16, 2019"
Parasite (Gisaengchung),Monica Reid,fresh,Far Out Magazine,"With Parasite, Bong Joon-Ho has produced a brilliant social commentary, and what might well be the best film of 2019.","November 15, 2019"
Parasite (Gisaengchung),Diane Carson,fresh,KDHX (St. Louis),As with his earlier works... [director Joon-ho Bong] embeds a biting social critique in a dynamic narrative with unexpected risks and satisfying surprises.,"November 15, 2019"
Parasite (Gisaengchung),Michael Calleri,fresh,Niagara Gazette,"South Korean director Bong Joon-Ho's ""Parasite"" contains everything that's exciting about his films: a grand fluidity of camera movements and a framing of shots that makes you look into corners just in case something's lurking. B","November 14, 2019"
Parasite (Gisaengchung),Brad Keefe,fresh,Columbus Alive,"A twisty and uproarious thriller, ""Parasite"" packs a ton of entertainment around some sharp and timely social satire.","November 11, 2019"
